datetime,lon,lat
2001-06-01 00:00:00,-29.241394,61.386189
2001-06-01 06:00:00,-23.598511,60.872208
2001-06-01 12:00:00,-15.4021,59.676353
2001-06-01 18:00:00,-7.580597,57.688072
